upc (ean),price,OriginalPrice,availability,sku,title
0194895432142,36,120,2,1246479,Columbia Arctic Blast Jacket - Girls' Marionberry \u002F Aura M
0194895432449,36,120,1,1246481,Columbia Arctic Blast Jacket - Girls' Dark Coral \u002F Shark \u002F White S
0194895432425,36,120,2,1246482,Columbia Arctic Blast Jacket - Girls' Dark Coral \u002F Shark \u002F White M
0194895432456,36,120,1,1246767,Columbia Arctic Blast Jacket - Girls' Black S
0194895432470,36,120,0,1246768,Columbia Arctic Blast Jacket - Girls' Black M
0194895432395,36,120,1,1247970,Columbia Arctic Blast Jacket - Girls' Dark Coral \u002F Shark \u002F White XL
0194895432128,36,120,2,1266386,Columbia Arctic Blast Jacket - Girls' Marionberry \u002F Aura L
0194895432210,36,120,1,1266456,Columbia Arctic Blast Jacket - Girls' Geyser \u002F Sea Ice L
0193855300583,39,130,1,1134130,Columbia Alpine Diva Jacket - Girls' Black \u002F White \u002F City Grey S
0193855300491,39,130,1,1134133,Columbia Alpine Diva Jacket - Girls' Fjord Blue \u002F Spruce XS
0193855300507,39,130,2,1134134,Columbia Alpine Diva Jacket - Girls' Fjord Blue \u002F Spruce S
0192290900174,31.5,105,1,1130637,Columbia Casual Slopes Jacket - Girls' Black Heather M
0192290900280,31.5,105,1,1130640,Columbia Casual Slopes Jacket - Girls' Pomegranite Heather L
0192290900310,31.5,105,0,1130641,Columbia Casual Slopes Jacket - Girls' Pomegranite Heather XL
0192290900167,31.5,105,3,1304852,Columbia Casual Slopes Jacket - Girls' Black L
0194895432562,33,110,4,1134186,Columbia Arctic Blast Jacket - Toddler Pink Ice 3T
0194895432555,33,110,4,1134187,Columbia Arctic Blast Jacket - Toddler Pink Ice 4T
0194895432548,33,110,3,1134188,Columbia Arctic Blast Jacket - Toddler Pink Ice 2T
0194004996053,33,110,1,1134191,Columbia Arctic Blast Jacket - Toddler Bright Geranium \u002F Pink Orchid 2T
0194004438263,33,110,1,1134194,Columbia Arctic Blast Jacket - Toddler Dolphin \u002F Sea Ice 3T
0193855280106,33,110,1,1134198,Columbia Arctic Blast Jacket - Toddler Plum \u002F Pale Lilac 2T
0193855280113,33,110,2,1134199,Columbia Arctic Blast Jacket - Toddler Plum \u002F Pale Lilac 3T
0194895432715,33,110,2,1246650,Columbia Arctic Blast Jacket - Toddler Black 3T
0194895432692,33,110,4,1246651,Columbia Arctic Blast Jacket - Toddler Black 4T
0194894393826,13.5,45,1,1127847,Columbia Zing III Printed Fleece Jacket - Boys' Ancient Fossil Trad Camo XS
0194894393789,13.5,45,1,1127848,Columbia Zing III Printed Fleece Jacket - Boys' Ancient Fossil Trad Camo S
0194894393819,31.5,45,1,1127849,Columbia Zing III Printed Fleece Jacket - Boys' Ancient Fossil Trad Camo L
0193855642782,15,50,1,1127854,Columbia Zing III Printed Fleece Jacket - Boys' Black Camo XS
0193855642867,15,50,1,1127859,Columbia Zing III Printed Fleece Jacket - Boys' Cypress Trad Camo Print L
0193855642843,15,50,1,1127860,Columbia Zing III Printed Fleece Jacket - Boys' Cypress Trad Camo Print XS
0193855642874,15,50,1,1127861,Columbia Zing III Printed Fleece Jacket - Boys' Cypress Trad Camo Print XXS
0194895722014,15,50,1,1127868,Columbia Zing III Printed Fleece Jacket - Boys' Metal Checkpoint XXS
0194895722007,15,50,1,1127869,Columbia Zing III Printed Fleece Jacket - Boys' Metal Checkpoint XS
0192660079813,27,90,1,1130651,Columbia Take A Hike Softshell Jacket - Boys' Canyon Gold \u002F Blue Heron L
0194895182870,31.5,105,3,1248587,Columbia Rugged Ridge Sherpa Lined Jacket - Boys' Spruce 2XS
0196013430634,37.99,89,1,1182277,The North Face Reversible Mossbud Jacket - Girls' Cameo Pink 5T
0196013430146,37.99,89,1,1182278,The North Face Reversible Mossbud Jacket - Girls' Cameo Pink 6T
0196249469439,37.99,89,2,1182280,The North Face Reversible Mossbud Jacket - Girls' Cameo Pink 7T
0196013430511,37.99,89,2,1182281,The North Face Reversible Mossbud Jacket - Girls' Cameo Pink 4T
0196249469453,37.99,89,2,1182284,The North Face Reversible Mossbud Jacket - Girls' Wasabi 7T
0193855284944,36,120,1,1134126,Columbia Winter Powder Quilted Jacket - Girls' Fjord Blue \u002F Canyon Blue XL
0194895622796,36,120,1,1139865,Columbia Powder Lite Novelty Hooded Jacket - Girls' Black XS
0194895622758,36,120,2,1139866,Columbia Powder Lite Novelty Hooded Jacket - Girls' Black M
0194895622772,36,120,1,1139868,Columbia Powder Lite Novelty Hooded Jacket - Girls' Black L
0194895622536,36,120,2,1139869,Columbia Powder Lite Novelty Hooded Jacket - Girls' Geyser L
0194895622529,36,120,3,1139870,Columbia Powder Lite Novelty Hooded Jacket - Girls' Geyser XS
0194895622567,36,120,2,1139871,Columbia Powder Lite Novelty Hooded Jacket - Girls' Geyser XXS
0194895622550,36,120,3,1139872,Columbia Powder Lite Novelty Hooded Jacket - Girls' Geyser S
0194895622543,36,120,3,1139873,Columbia Powder Lite Novelty Hooded Jacket - Girls' Geyser M
0194895622680,36,120,2,1139875,Columbia Powder Lite Novelty Hooded Jacket - Girls' Wild Fuschia XS
0194895622673,36,120,3,1139876,Columbia Powder Lite Novelty Hooded Jacket - Girls' Wild Fuschia S
0191455806290,23.99,50,1,1127052,Columbia Mini Pixel Grabber II Wind Jacket - Toddler Cyber Green Beach Stripe 3T
0194894565384,15,50,0,1140362,Columbia Mini Pixel Grabber II Wind Jacket - Toddler Ancient Fossil Camo Splash 3T
0194894565407,15,50,0,1140363,Columbia Mini Pixel Grabber II Wind Jacket - Toddler Ancient Fossil Camo Splash 2T
0194894565391,15,50,0,1140364,Columbia Mini Pixel Grabber II Wind Jacket - Toddler Ancient Fossil Camo Splash 4T
0196013444945,62.99,125,2,1182307,The North Face Printed Reversible Mount Chimbo Full-zip Hooded Jacket - Boys' New Taupe Green Camo XS
0196013445119,62.99,125,1,1182310,The North Face Printed Reversible Mount Chimbo Full-zip Hooded Jacket - Boys' New Taupe Green Camo L
0196013442163,132,188.99,1,1245731,The North Face Freedom Extreme Insulated Jacket - Boys' Cordovan Lay Of The Land L
0196013428280,118,169,1,1155300,The North Face Freedom Triclimate Jacket - Boys' Orange S
0196013428389,118,169,2,1155303,The North Face Freedom Triclimate Jacket - Boys' Orange M
0196013427917,118,168.99,1,1245749,The North Face Freedom Triclimate Jacket - Boys' Lapis Blue M
0196013428013,118,168.99,1,1245750,The North Face Freedom Triclimate Jacket - Boys' Lapis Blue L
0196013428112,118,168.99,0,1245751,The North Face Freedom Triclimate Jacket - Boys' Lapis Blue XL
0196013446567,118,170,1,1155282,The North Face Freedom Triclimate Jacket - Girls' Fuschia Pink L
0193391968070,27.99,55,1,1002491,The North Face Zipline Rain Jacket - Boys' Meld Grey \u002F Vanadis Grey XXS
0193391967646,27.99,55,1,1002497,The North Face Zipline Rain Jacket - Boys' Summit Gold XXS
0196013438425,111,159,3,1097653,The North Face Freedom Insulated Jacket - Girls' TNF Black L
0196246454582,111,159,1,1097661,The North Face Freedom Insulated Jacket - Boys' New Taupe Green Lay of the Land Print S
0196013492656,55,79,3,1082998,The North Face Reversible Perrito Hooded Jacket - Infant Atomizer Blue 3M
0196013492670,55,79,11,1082999,The North Face Reversible Perrito Hooded Jacket - Infant Atomizer Blue 6M
0196013492700,55,79,8,1083000,The North Face Reversible Perrito Hooded Jacket - Infant Atomizer Blue 12M
0196013492762,55,79,13,1083001,The North Face Reversible Perrito Hooded Jacket - Infant Atomizer Blue 18M
0196013492809,55,79,9,1083002,The North Face Reversible Perrito Hooded Jacket - Infant Atomizer Blue 24M
0196013491925,55,79,1,1083003,The North Face Reversible Perrito Hooded Jacket - Infant New Taupe Green 3M
0196013491307,55,79,2,1083005,The North Face Reversible Perrito Hooded Jacket - Infant New Taupe Green 12M
0196013492014,55,79,5,1083008,The North Face Reversible Perrito Hooded Jacket - Infant Lavender Fog 3M
0196013492243,55,79,2,1083009,The North Face Reversible Perrito Hooded Jacket - Infant Lavender Fog 6M
0196248629162,63,90,6,1311562,The North Face Antora Rain Jacket - Girls' Summit Navy Abstract Print XS
0196248629285,63,90,2,1311563,The North Face Antora Rain Jacket - Girls' Summit Navy Abstract Print S
0196248629377,63,90,5,1311564,The North Face Antora Rain Jacket - Girls' Summit Navy Abstract Print M
0196248629452,63,90,2,1311565,The North Face Antora Rain Jacket - Girls' Summit Navy Abstract Print L
0196248629537,63,90,3,1311566,The North Face Antora Rain Jacket - Girls' Summit Navy Abstract Print XL
0196248629469,90,90,1,1324966,The North Face Antora Rain Jacket - Girls' Scuba Blue L
0196248629384,90,90,1,1324967,The North Face Antora Rain Jacket - Girls' Scuba Blue M
0196248629308,90,90,2,1324968,The North Face Antora Rain Jacket - Girls' Scuba Blue S
0196248629544,90,90,0,1324969,The North Face Antora Rain Jacket - Girls' Scuba Blue XL
0196248629186,90,90,0,1324970,The North Face Antora Rain Jacket - Girls' Scuba Blue XS
0195978205707,35,50,4,1290873,Columbia Switchback II Jacket - Girls' G-Satin Pink XXS
0195978205691,35,50,2,1290874,Columbia Switchback II Jacket - Girls' G-Satin Pink XS
0195978205660,35,50,1,1290875,Columbia Switchback II Jacket - Girls' G-Satin Pink S
0195978205684,35,50,0,1290876,Columbia Switchback II Jacket - Girls' G-Satin Pink M
0192660103518,35,50,3,1290877,Columbia Switchback II Jacket - Girls' G-Pink Ice XXS
0192660103501,35,50,2,1290878,Columbia Switchback II Jacket - Girls' G-Pink Ice XS
0192660103488,35,50,1,1290879,Columbia Switchback II Jacket - Girls' G-Pink Ice S
0192660103471,35,50,0,1290880,Columbia Switchback II Jacket - Girls' G-Pink Ice M
0192660194509,28.5,95,1,1127287,Columbia Horizon Ride Jacket - Girls' Pomagranate Star Flies L
0193855499898,36,120,1,1130722,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Black Chevron XL
0194895387091,36,120,2,1130724,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Black Pepperflakes M
0194895387121,36,120,7,1130726,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Black Pepperflakes XS
0194895387114,36,120,0,1130727,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Black Pepperflakes S
0193855500037,36,120,0,1130729,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Malbec Leafscape Print M
0193855499997,36,120,2,1130730,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Malbec Leafscape Print L
0193855500013,36,120,0,1130732,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Malbec Leafscape Print S
0194895387060,84,120,1,1130741,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Nocturnal Terrain XL
0194895387046,36,120,0,1130745,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Nocturnal Terrain XXS
0194895386827,36,120,2,1130753,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Serenity Pepperflakes M
0194895386803,36,120,1,1130754,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Serenity Pepperflakes S
0194895387084,36,120,4,1246434,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Black Pepperflakes 2XS
0194895386797,36,120,1,1246435,Columbia Bugaboo II Fleece Interchange Jacket - Girls' Serenity Pepperflakes L
192660052151,31.5,45,1,823930,Columbia Switchback II Rain Jacket - Toddler G-Pink Ice 2T
192660052168,31.5,45,1,823931,Columbia Switchback II Rain Jacket - Toddler G-Pink Ice 3T
0196013441890,97,139,4,1097698,The North Face Vortex Triclimate Jacket - Boys' TNF Red S
0196013441944,97,139,3,1097699,The North Face Vortex Triclimate Jacket - Boys' TNF Red M
0196248647821,80,80,1,1311582,The North Face Zipline Rain Jacket - Boys' TNF Black XS
0196248648033,80,80,5,1311584,The North Face Zipline Rain Jacket - Boys' TNF Black M
0196248648132,80,80,4,1311585,The North Face Zipline Rain Jacket - Boys' TNF Black L
0196248648231,80,80,3,1311586,The North Face Zipline Rain Jacket - Boys' TNF Black XL
0196248647838,80,80,2,1311666,The North Face Zipline Rain Jacket - Boys' Meld Grey XS
0196248647951,80,80,3,1311667,The North Face Zipline Rain Jacket - Boys' Meld Grey S
0196248648057,80,80,9,1311668,The North Face Zipline Rain Jacket - Boys' Meld Grey M
0196248648156,80,80,7,1311669,The North Face Zipline Rain Jacket - Boys' Meld Grey L
0196248633626,60,60,3,1324982,The North Face Glacier Full-zip Hooded Jacket - Youth TNF Medium Grey Heather L
0196248633527,60,60,1,1324983,The North Face Glacier Full-zip Hooded Jacket - Youth TNF Medium Grey Heather M
0196248633459,60,60,0,1324984,The North Face Glacier Full-zip Hooded Jacket - Youth TNF Medium Grey Heather S
0196248633787,60,60,0,1324985,The North Face Glacier Full-zip Hooded Jacket - Youth TNF Medium Grey Heather XL
0196248633404,60,60,0,1324986,The North Face Glacier Full-zip Hooded Jacket - Youth TNF Medium Grey Heather XS
0196248635071,60,60,3,1324987,The North Face Glacier Full-zip Hooded Jacket - Youth Purple Cactus Flower M
0196248634760,60,60,1,1324988,The North Face Glacier Full-zip Hooded Jacket - Youth Purple Cactus Flower S
0196248634661,60,60,0,1324989,The North Face Glacier Full-zip Hooded Jacket - Youth Purple Cactus Flower XS
0196248635156,60,60,3,1324990,The North Face Glacier Full-zip Hooded Jacket - Youth Super Sonic Blue L
0196248634753,60,60,1,1324991,The North Face Glacier Full-zip Hooded Jacket - Youth Super Sonic Blue S
0196010718117,80,80,2,1324814,The North Face Antora Rain Jacket - Toddler Super Sonic Blue Joy Floral Print 3T
0196010718216,80,80,3,1324815,The North Face Antora Rain Jacket - Toddler Super Sonic Blue Joy Floral Print 4
0196010718315,80,80,2,1324816,The North Face Antora Rain Jacket - Toddler Super Sonic Blue Joy Floral Print 5
0196010718414,80,80,1,1324817,The North Face Antora Rain Jacket - Toddler Super Sonic Blue Joy Floral Print 6
0196010718513,80,80,0,1324818,The North Face Antora Rain Jacket - Toddler Super Sonic Blue Joy Floral Print 7
0196010715833,80,80,1,1324819,The North Face Antora Rain Jacket - Toddler TNF Black Tossed Logo Grid Print 2T
0196010715994,80,80,1,1324820,The North Face Antora Rain Jacket - Toddler TNF Black Tossed Logo Grid Print 3T
0196010716151,80,80,1,1324821,The North Face Antora Rain Jacket - Toddler TNF Black Tossed Logo Grid Print 4
0196010716335,80,80,1,1324822,The North Face Antora Rain Jacket - Toddler TNF Black Tossed Logo Grid Print 5
0196010716496,80,80,1,1324823,The North Face Antora Rain Jacket - Toddler TNF Black Tossed Logo Grid Print 6
0196248652252,90,90,1,1324948,The North Face Antora Rain Jacket - Boys' TNF Black L
0196248652054,90,90,2,1324949,The North Face Antora Rain Jacket - Boys' TNF Black M
0196248651859,90,90,1,1324950,The North Face Antora Rain Jacket - Boys' TNF Black S
0196248652405,90,90,0,1324951,The North Face Antora Rain Jacket - Boys' TNF Black XL
0196248651651,90,90,2,1324952,The North Face Antora Rain Jacket - Boys' TNF Black XS
0196248652269,90,90,0,1324953,The North Face Antora Rain Jacket - Boys' Super Sonic Blue L
0196248651866,90,90,2,1324954,The North Face Antora Rain Jacket - Boys' Super Sonic Blue S
0196248652429,90,90,1,1324955,The North Face Antora Rain Jacket - Boys' Super Sonic Blue XL
0196248651668,90,90,3,1324956,The North Face Antora Rain Jacket - Boys' Super Sonic Blue XS
0194895432166,36,120,1,1134163,Columbia Arctic Blast Ski Jacket - Girls' Pink Ice XS
0194895432180,36,120,1,1134166,Columbia Arctic Blast Ski Jacket - Girls' Pink Ice L
0193855409316,36,120,0,1134170,Columbia Arctic Blast Ski Jacket - Girls' Fjord Blue L
0194004439093,36,120,1,1134172,Columbia Arctic Blast Ski Jacket - Girls' Malbec \u002F Mineral Pink XS
0194004439116,36,120,2,1134173,Columbia Arctic Blast Ski Jacket - Girls' Malbec \u002F Mineral Pink M
0194004439062,36,120,2,1134174,Columbia Arctic Blast Ski Jacket - Girls' Malbec \u002F Mineral Pink L
0194004439154,36,120,5,1134177,Columbia Arctic Blast Ski Jacket - Girls' Nocturnal \u002F Velvet Cove S
0194004439161,36,120,4,1134178,Columbia Arctic Blast Ski Jacket - Girls' Nocturnal \u002F Velvet Cove M
0196013441883,132,189,0,1155277,The North Face Freedom Extreme Insulated Jacket - Youth TNF Black Mountaintop Print XL
0194894346242,44.99,65,3,1127666,Columbia Rain-Zilla Jacket - Boys' Bright Indigo \u002F Collegiate Navy S
0194894346259,44.99,65,3,1127667,Columbia Rain-Zilla Jacket - Boys' Bright Indigo \u002F Collegiate Navy M
0194894346297,44.99,65,0,1127668,Columbia Rain-Zilla Jacket - Boys' Bright Indigo \u002F Collegiate Navy L
0194894346273,45.5,65,0,1290842,Columbia Rain-Zilla Jacket - Boys' Bright Indigo XXS
0196013411411,37.99,89,0,1182316,The North Face Reversible Mount Chimbo Full-Zip Hooded Jacket - Toddler Acoustic Blue 2T
0196013411695,37.99,89,1,1182317,The North Face Reversible Mount Chimbo Full-Zip Hooded Jacket - Toddler Acoustic Blue 3T
0196013411916,37.99,89,0,1182318,The North Face Reversible Mount Chimbo Full-Zip Hooded Jacket - Toddler Acoustic Blue 4T
0196013412135,37.99,89,1,1182319,The North Face Reversible Mount Chimbo Full-Zip Hooded Jacket - Toddler Acoustic Blue 5T
